Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2023-01-01,128.27108764648438,129.6199951171875,130.89999389648438,124.16999816894531,130.27999877929688,369948500
2023-01-08,133.35760498046875,134.75999450683594,134.9199981689453,128.1199951171875,130.47000122070312,333335200
2023-01-15,136.43524169921875,137.8699951171875,138.61000061035156,133.77000427246094,134.8300018310547,271823400
2023-01-22,144.411376953125,145.92999267578125,147.22999572753906,137.89999389648438,138.1199951171875,338655600
2023-01-29,152.89218139648438,154.5,157.3800048828125,141.32000732421875,144.9600067138672,480249700
2023-02-05,149.43853759765625,151.00999450683594,155.22999572753906,149.22000122070312,152.57000732421875,330758800
2023-02-12,151.1929931640625,152.5500030517578,156.3300018310547,150.85000610351562,150.9499969482422,316792400
2023-02-19,145.40493774414062,146.7100067138672,151.3000030517578,145.72000122070312,150.1999969482422,213742300
2023-02-26,149.68649291992188,151.02999877929688,151.11000061035156,143.89999389648438,147.7100067138672,273994900
2023-03-05,147.17901611328125,148.5,156.3000030517578,147.61000061035156,153.7899932861328,313350800
2023-03-12,153.62118530273438,155.0,156.74000549316406,147.6999969482422,147.80999755859375,410426600
2023-03-19,158.82447814941406,160.25,162.13999938964844,154.14999389648438,155.07000732421875,350100100
2023-03-26,163.43312072753906,164.89999389648438,165.0,155.97999572753906,159.94000244140625,267939700
2023-04-02,163.19528198242188,164.66000366210938,166.83999633789062,161.8000030517578,164.27000427246094,200156300
2023-04-09,163.74037170410156,165.2100067138672,166.32000732421875,159.77999877929688,161.4199981689453,263326300
2023-04-16,163.55206298828125,165.02000427246094,168.16000366210938,164.02999877929688,165.08999633789062,249953100
2023-04-23,168.17059326171875,169.67999267578125,169.85000610351562,162.8000030517578,165.0,256274000
2023-04-30,172.0260009765625,173.57000732421875,174.3000030517578,164.30999755859375,169.27999877929688,360586400
2023-05-07,171.03489685058594,172.57000732421875,174.58999633789062,171.0,172.47999572753906,250026700
2023-05-14,173.84197998046875,175.16000366210938,176.38999938964844,170.4199981689453,173.16000366210938,258597700
2023-05-21,174.1099395751953,175.42999267578125,175.77000427246094,170.52000427246094,173.97999572753906,250355000
2023-05-28,179.58839416503906,180.9499969482422,181.77999877929688,176.57000732421875,176.9600067138672,286437400
2023-06-04,179.5983428955078,180.9600067138672,184.9499969482422,177.32000732421875,182.6300048828125,347825100
2023-06-11,183.52854919433594,184.9199981689453,186.99000549316406,180.97000122070312,181.27000427246094,333335700
2023-06-18,185.2753143310547,186.67999267578125,187.55999755859375,182.58999633789062,184.41000366210938,203639400
2023-06-25,192.5104522705078,193.97000122070312,194.47999572753906,185.22999572753906,186.8300018310547,281453200
2023-07-02,189.24520874023438,190.67999267578125,193.8800048828125,189.1999969482422,193.77999877929688,170250800
2023-07-09,189.25514221191406,190.69000244140625,191.6999969482422,186.60000610351562,189.25999450683594,250226700
2023-07-16,190.49574279785156,191.94000244140625,198.22999572753906,191.22999572753906,191.89999389648438,310880300
2023-07-23,194.3564453125,195.8300018310547,197.1999969482422,192.25,193.41000366210938,225884500
2023-07-30,180.62059020996094,181.99000549316406,196.72999572753906,181.9199981689453,196.05999755859375,301423400
2023-08-06,176.45217895507812,177.7899932861328,183.1300048828125,176.5500030517578,182.1300048828125,332452600
2023-08-13,173.410888671875,174.49000549316406,179.69000244140625,171.9600067138672,177.97000122070312,261440200
2023-08-20,177.50538635253906,178.61000061035156,181.5500030517578,173.74000549316406,175.07000732421875,247514300
2023-08-27,188.28829956054688,189.4600067138672,189.9199981689453,178.5500030517578,180.08999633789062,264165600
2023-09-03,177.0780487060547,178.17999267578125,189.97999572753906,173.5399932861328,188.27999877929688,305075900
2023-09-10,173.92764282226562,175.00999450683594,180.3000030517578,173.5800018310547,180.07000732421875,403692100
2023-09-17,173.7090301513672,174.7899932861328,179.6999969482422,173.86000061035156,176.47999572753906,297294000
2023-09-24,170.1511688232422,171.2100067138672,176.97000122070312,167.6199951171875,174.1999969482422,285792000
2023-10-01,176.392333984375,177.49000549316406,177.99000549316406,170.82000732421875,171.22000122070312,260531400
2023-10-08,177.74392700195312,178.85000610351562,182.33999633789062,175.8000030517578,176.80999755859375,241810100
2023-10-15,171.81085205078125,172.8800048828125,179.0800018310547,172.63999938964844,176.75,288323000
2023-10-22,167.17965698242188,168.22000122070312,174.00999450683594,165.6699981689453,170.91000366210938,286078100
2023-10-29,175.55751037597656,176.64999389648438,177.77999877929688,167.89999389648438,169.02000427246094,310010400
2023-11-05,185.24722290039062,186.39999389648438,186.57000732421875,176.2100067138672,176.3800048828125,303608500
2023-11-12,188.76524353027344,189.69000244140625,190.9600067138672,184.2100067138672,185.82000732421875,262862000
2023-11-19,189.0438690185547,189.97000122070312,192.92999267578125,189.25,189.88999938964844,148305600
2023-11-26,190.30767822265625,191.24000549316406,192.08999633789062,188.19000244140625,189.9199981689453,216455900
2023-12-03,194.75587463378906,195.7100067138672,195.99000549316406,187.4499969482422,189.97999572753906,251962600
2023-12-10,196.6068115234375,197.57000732421875,199.6199951171875,191.4199981689453,193.11000061035156,379133100
2023-12-17,192.6561737060547,193.60000610351562,197.67999267578125,192.97000122070312,196.08999633789062,232314100
2023-12-24,191.5913848876953,192.52999877929688,194.66000366210938,191.08999633789062,193.61000061035156,153685700
2023-12-31,180.29672241210938,181.17999267578125,188.44000244140625,180.1699981689453,187.14999389648438,275190100
2024-01-07,185.0135955810547,185.9199981689453,187.0500030517578,181.5,182.08999633789062,238352300
2024-01-14,190.62612915039062,191.55999755859375,191.9499969482422,180.3000030517578,182.16000366210938,259667200
2024-01-21,191.48191833496094,192.4199981689453,196.3800048828125,191.94000244140625,192.3000030517578,255536900
2024-01-28,184.94395446777344,185.85000610351562,192.1999969482422,179.25,192.00999450683594,325876200
2024-02-04,187.92933654785156,188.85000610351562,191.0500030517578,185.83999633789062,188.14999389648438,252715800
2024-02-11,181.65269470214844,182.30999755859375,188.6699981689453,181.35000610351562,188.4199981689453,268077800
2024-02-18,181.86195373535156,182.52000427246094,185.0399932861328,180.0,181.7899932861328,192607200
2024-02-25,179.01226806640625,179.66000366210938,183.9199981689453,177.3800048828125,182.24000549316406,354310800
2024-03-03,170.1144561767578,170.72999572753906,176.89999389648438,168.49000549316406,176.14999389648438,393109900
2024-03-10,171.9976348876953,172.6199951171875,174.3800048828125,170.2899932861328,172.94000244140625,367031800
2024-03-17,171.65887451171875,172.27999877929688,178.6699981689453,170.05999755859375,175.57000732421875,361530400
2024-03-24,170.86175537109375,171.47999572753906,173.60000610351562,169.4499969482422,170.57000732421875,237622700
2024-03-31,168.96861267089844,169.5800018310547,171.9199981689453,168.22999572753906,171.19000244140625,239021300
2024-04-07,175.91348266601562,176.5500030517578,178.36000061035156,167.11000061035156,169.02999877929688,322249600
2024-04-14,164.40512084960938,165.0,176.6300048828125,164.0800018310547,175.36000061035156,309039200
2024-04-21,168.6896209716797,169.3000030517578,171.33999633789062,164.77000427246094,165.52000427246094,241302700
2024-04-28,182.71884155273438,183.3800048828125,187.0,169.11000061035156,173.3699951171875,441926300
2024-05-05,182.39004516601562,183.0500030517578,185.08999633789062,180.4199981689453,182.35000610351562,300675100
2024-05-12,189.44204711914062,189.8699951171875,191.10000610351562,184.6199951171875,185.44000244140625,288966500
2024-05-19,189.5518035888672,189.97999572753906,192.82000732421875,186.6300048828125,189.3300018310547,208619700
2024-05-26,191.81668090820312,192.25,193.0,189.10000610351562,191.50999450683594,230454300
2024-06-02,196.44622802734375,196.88999938964844,196.94000244140625,192.52000427246094,192.89999389648438,245994400
2024-06-09,212.01107788085938,212.49000549316406,220.1999969482422,192.14999389648438,196.89999389648438,635755100
2024-06-16,207.02235412597656,207.49000549316406,218.9499969482422,207.11000061035156,213.3699951171875,506265500
2024-06-23,210.14527893066406,210.6199951171875,216.07000732421875,206.58999633789062,207.72000122070312,335969500
2024-06-30,225.82984924316406,226.33999633789062,226.4499969482422,211.9199981689453,212.08999633789062,216231300
2024-07-07,230.0203857421875,230.5399932861328,233.0800018310547,223.25,227.08999633789062,287546800
2024-07-14,223.80442810058594,224.30999755859375,237.22999572753906,222.27000427246094,236.47999572753906,278397600
2024-07-21,217.46875,217.9600067138672,227.77999877929688,214.6199951171875,227.00999450683594,242932200
2024-07-28,219.36447143554688,219.86000061035156,225.60000610351562,215.75,216.9600067138672,296061500
2024-08-04,215.7526397705078,216.24000549316406,216.77999877929688,196.0,199.08999633789062,342088200
2024-08-11,225.54051208496094,226.0500030517578,226.8300018310547,215.60000610351562,216.07000732421875,214898200
2024-08-18,226.5906982421875,226.83999633789062,228.33999633789062,223.0399932861328,225.72000122070312,188124900
2024-08-25,228.7483367919922,229.0,232.9199981689453,223.88999938964844,226.75999450683594,209486100
2024-09-01,220.57733154296875,220.82000732421875,229.0,217.47999572753906,228.5500030517578,179069200
2024-09-08,222.25547790527344,222.5,224.0399932861328,216.7100067138672,220.82000732421875,237622900
2024-09-15,227.94920349121094,228.1999969482422,233.08999633789062,213.9199981689453,216.5399932861328,550232800
2024-09-22,227.53965759277344,227.7899932861328,229.52000427246094,224.02000427246094,227.33999633789062,210673500
2024-09-29,226.55075073242188,226.8000030517578,233.0,223.02000427246094,230.0399932861328,221996800
2024-10-06,227.2999267578125,227.5500030517578,229.75,221.3300018310547,224.5,164894900
2024-10-13,234.74172973632812,235.0,237.49000549316406,228.60000610351562,228.6999969482422,218141000
2024-10-20,231.1556854248047,231.41000366210938,236.85000610351562,227.75999450683594,234.4499969482422,197299900
2024-10-27,222.66502380371094,222.91000366210938,234.72999572753906,220.27000427246094,233.32000732421875,248222000
2024-11-03,226.71058654785156,226.9600067138672,228.66000366210938,219.7100067138672,220.99000549316406,208083400
2024-11-10,225.0,225.0,228.8699951171875,221.5,225.0,223817700
2024-11-17,229.8699951171875,229.8699951171875,230.72000122070312,225.1699981689453,225.25,196344000
2024-11-24,237.3300018310547,237.3300018310547,237.80999755859375,229.74000549316406,231.4600067138672,198118800
